date,event_name,event_date,N,mean_tone,F1_raw,F2_raw,F3_raw,F4_raw,F5_raw,F1_z,F2_z,F3_z,F4_z,F5_z,GPR,GPR_zscore
2019-01-01,hormuz_crisis,2019-06-13,355,-2.5918409153683584,2.5918409153683584,2.833022580142928,0.666502671551515,0.6778364860322937,2.833022580142928,-1.1302483271267632,-1.2312849926014224,-0.966705033240852,-1.193955373675189,-2.945109198279607,87.42,-0.3347709792014608
2019-01-02,hormuz_crisis,2019-06-13,406,-3.543996948473769,3.543996948473769,3.983863643424415,1.02496049755063,0.7369137292692601,3.4387284029226577,0.1819317916028949,0.2609264864494164,-0.7454216655565656,0.2500423355697475,-1.0185405687402729,87.42,-0.3347709792014608
2019-01-03,hormuz_crisis,2019-06-13,1149,-4.9704400555358985,4.9704400555358985,5.416982831180636,3.317164471453892,0.7743080048726995,4.16871158678169,2.147733845580607,2.1191473746753897,0.669602858879037,1.1640533041190133,1.303317087605044,87.42,-0.3347709792014608
2019-01-04,hormuz_crisis,2019-06-13,599,-2.927566736740685,2.927566736740685,3.31587866384718,1.1768565532945447,0.7063456572317475,3.920722949696924,-0.6675796753174849,-0.6052008061556148,-0.6516531150742655,-0.4971188991065283,0.5145395808986764,87.42,-0.3347709792014608
2019-01-05,hormuz_crisis,2019-06-13,384,-2.6625654366096367,2.6625654366096367,2.8985419995465973,0.7335581132643115,0.695283724266345,3.6711122075537954,-1.0327818327153322,-1.1463307509999576,-0.9253103338158722,-0.7675006059473646,-0.2793973556855776,87.42,-0.3347709792014608
2019-01-06,hormuz_crisis,2019-06-13,634,-2.0434093087066927,2.0434093087066927,2.0771045925071463,0.8605778561407259,0.6274664495549229,3.33091863213498,-1.8860499244735,-2.211428588759518,-0.8468984414607741,-2.425126858711501,-1.3614511278697314,87.42,-0.3347709792014608
2019-01-07,hormuz_crisis,2019-06-13,610,-3.400950504092769,3.400950504092769,3.886796904524683,1.3877635579005476,0.7230388440380789,3.4374693258896656,-0.0152026000781961,0.1350671418000309,-0.5214558955901055,-0.0890950613717087,-1.022545315306525,87.42,-0.3347709792014608
2019-01-08,hormuz_crisis,2019-06-13,533,-4.061624802137352,4.061624802137352,4.829430313695711,1.4818324529579852,0.7654549296283104,3.68187333778265,0.8952822875954604,1.3573109759668935,-0.4633852373902735,0.947661684059944,-0.2451694266520498,87.42,-0.3347709792014608
2019-01-09,hormuz_crisis,2019-06-13,557,-3.3446374016222604,3.3446374016222604,3.75498303599337,1.265972533726868,0.7183263395810322,3.693808065748229,-0.0928085080561033,-0.0358462657904771,-0.596639992652996,-0.2042806263698407,-0.207208635066709,87.42,-0.3347709792014608
2019-01-10,hormuz_crisis,2019-06-13,457,-3.437175642672769,3.437175642672769,3.909944111473095,1.1008267322605063,0.747701035349326,3.726992295939849,0.0347197918304845,0.1650804329645787,-0.6985878829118832,0.5137114645786677,-0.1016595475753743,87.42,-0.3347709792014608
2019-01-11,hormuz_crisis,2019-06-13,589,-3.775581233505073,3.775581233505073,4.328728876552363,1.4968289524594944,0.7562669203731783,3.814684786844509,0.5010814730234995,0.7080880242309356,-0.454127590681291,0.7230834270191661,0.1772639754770338,87.42,-0.3347709792014608
2019-01-12,hormuz_crisis,2019-06-13,395,-2.3475327558856467,2.3475327558856467,3.30408257683667,0.6629024886072151,0.6738282922731512,3.743527703886575,-1.4669329655374497,-0.6204959298756308,-0.9689275000093588,-1.2919257983139276,-0.0490653722699431,87.42,-0.3347709792014608
